order_id,date,city,book_title,genre,unit_price,quantity,discount_pct,total,channel,manager,rating
5148,2024-03-05,Львів,Квантова фізика,Наука,450,1,15,382.5,Телефон,Віктор,5
5183,2024-04-07,Львів,Sapiens,Наука,410,5,0,2050,Сайт,Наталя,4
5290,2024-06-15,Київ,Лісова пісня,Поезія,150,4,10,540,Мобільний застосунок,Олег,4
5017,2024-01-25,Київ,Кладовище домашніх тварин,Детектив,270,4,5,1026,Мобільний застосунок,Віктор,5
5279,2024-06-11,Дніпро,Війна і мир,Історія,380,1,0,380,Телефон,Наталя,4
5070,2024-02-25,Харків,Квантова фізика,Наука,450,1,0,450,Телефон,Олег,5
5383,2024-08-17,Харків,Гаррі Поттер,Дитяча,350,3,15,892.5,Телефон,Віктор,5
5207,2024-05-18,Дніпро,Сила звички,Бізнес,260,3,0,780,Сайт,Наталя,5
5086,2024-02-26,Дніпро,Квантова фізика,Наука,450,1,20,360,Мобільний застосунок,Наталя,3
5286,2024-06-03,Львів,Кобзар,Поезія,180,2,10,324,Телефон,Ірина,5
5299,2024-06-28,Дніпро,Квантова фізика,Наука,450,1,5,427.5,Мобільний застосунок,Софія,5
5233,2024-05-10,Дніпро,Атомні звички,Бізнес,290,1,0,290,Телефон,Віктор,4
5287,2024-06-27,Київ,Лісова пісня,Поезія,150,4,0,600,Мобільний застосунок,Віктор,4
5371,2024-08-23,Одеса,Атомні звички,Бізнес,290,1,0,290,Телефон,Ірина,3
5200,2024-04-10,Одеса,Маленький принц,Дитяча,160,1,0,160,Телефон,Софія,4
5192,2024-04-21,Харків,1984,Фантастика,280,2,5,532,Мобільний застосунок,Софія,3
5033,2024-01-13,Львів,Sapiens,Наука,410,2,0,820,Мобільний застосунок,Ірина,5
5096,2024-02-10,Київ,Атомні звички,Бізнес,290,1,0,290,Телефон,Олег,4
5265,2024-06-25,Дніпро,Кобзар,Поезія,180,1,0,180,Телефон,Софія,4
5067,2024-02-15,Львів,1984,Фантастика,280,3,0,840,Сайт,Віктор,3
5292,2024-06-28,Харків,Кладовище домашніх тварин,Детектив,270,3,0,810,Мобільний застосунок,Софія,5
5340,2024-07-06,Харків,Тіні забутих предків,Історія,220,1,0,220,Телефон,Наталя,3
5258,2024-06-11,Київ,Квантова фізика,Наука,450,1,0,450,Мобільний застосунок,Віктор,4
5133,2024-03-25,Дніпро,Sapiens,Наука,410,4,0,1640,Сайт,Софія,4
5134,2024-03-10,Київ,Шерлок Холмс,Детектив,250,1,0,250,Мобільний застосунок,Ірина,5
5285,2024-06-16,Львів,Лісова пісня,Поезія,150,1,0,150,Мобільний застосунок,Наталя,4
5332,2024-07-22,Київ,Сила звички,Бізнес,260,3,15,663,Мобільний застосунок,Олег,3
5042,2024-01-15,Одеса,Лісова пісня,Поезія,150,1,0,150,Телефон,Софія,5
5003,2024-01-18,Харків,Гордість і упередження,Романтика,240,1,0,240,Телефон,Наталя,4
5323,2024-07-01,Львів,Гаррі Поттер,Дитяча,350,3,0,1050,Телефон,Ірина,4
5345,2024-07-23,Дніпро,Квантова фізика,Наука,450,3,5,1282.5,Телефон,Наталя,5
5182,2024-04-19,Одеса,Sapiens,Наука,410,1,0,410,Сайт,Олег,4
5004,2024-01-06,Одеса,Квантова фізика,Наука,450,3,5,1282.5,Мобільний застосунок,Олег,5
5276,2024-06-11,Харків,Війна і мир,Історія,380,1,0,380,Телефон,Віктор,5
5348,2024-07-22,Харків,Гордість і упередження,Романтика,240,4,0,960,Сайт,Софія,5
5246,2024-05-17,Харків,Sapiens,Наука,410,5,0,2050,Телефон,Ірина,4
5169,2024-04-11,Харків,Sapiens,Наука,410,2,0,820,Мобільний застосунок,Ірина,5
5190,2024-04-04,Львів,Квантова фізика,Наука,450,1,0,450,Мобільний застосунок,Наталя,4
5171,2024-04-24,Львів,Сила звички,Бізнес,260,1,0,260,Телефон,Ірина,5
5274,2024-06-07,Одеса,Дюна,Фантастика,320,2,0,640,Мобільний застосунок,Олег,3
5249,2024-05-17,Львів,Лісова пісня,Поезія,150,3,5,427.5,Сайт,Наталя,4
5156,2024-04-28,Одеса,Гаррі Поттер,Дитяча,350,1,15,297.5,Телефон,Наталя,4
5388,2024-08-03,Київ,Тіні забутих предків,Історія,220,1,10,198,Сайт,Олег,4
5117,2024-03-03,Одеса,Сила звички,Бізнес,260,3,0,780,Сайт,Віктор,4
5030,2024-01-28,Львів,Дюна,Фантастика,320,1,0,320,Сайт,Софія,3
5300,2024-06-04,Дніпро,Війна і мир,Історія,380,1,10,342,Телефон,Олег,3
5237,2024-05-21,Харків,Дюна,Фантастика,320,1,0,320,Телефон,Ірина,4
5023,2024-01-06,Дніпро,1984,Фантастика,280,2,15,476,Мобільний застосунок,Олег,4
5063,2024-02-11,Львів,Кобзар,Поезія,180,2,0,360,Телефон,Наталя,3
5015,2024-01-04,Львів,Тіні забутих предків,Історія,220,1,0,220,Телефон,Віктор,4
5365,2024-08-26,Київ,Квантова фізика,Наука,450,5,0,2250,Сайт,Олег,4
5270,2024-06-23,Харків,Гордість і упередження,Романтика,240,3,0,720,Сайт,Наталя,5
5381,2024-08-06,Харків,Війна і мир,Історія,380,4,15,1292,Мобільний застосунок,Олег,5
5187,2024-04-13,Одеса,Війна і мир,Історія,380,2,0,760,Сайт,Софія,3
5330,2024-07-06,Одеса,Війна і мир,Історія,380,2,0,760,Сайт,Олег,5
5179,2024-04-06,Одеса,Гаррі Поттер,Дитяча,350,1,0,350,Телефон,Софія,4
5264,2024-06-02,Львів,Квантова фізика,Наука,450,1,0,450,Мобільний застосунок,Софія,5
5034,2024-01-15,Дніпро,Sapiens,Наука,410,1,5,389.5,Телефон,Віктор,4
5374,2024-08-07,Харків,Sapiens,Наука,410,1,0,410,Мобільний застосунок,Ірина,4
5168,2024-04-28,Дніпро,Sapiens,Наука,410,1,0,410,Телефон,Олег,5
5080,2024-02-24,Одеса,Кобзар,Поезія,180,3,0,540,Сайт,Ірина,4
5105,2024-03-20,Київ,Sapiens,Наука,410,1,0,410,Сайт,Олег,5
5262,2024-06-02,Дніпро,Гаррі Поттер,Дитяча,350,1,0,350,Телефон,Віктор,4
5041,2024-01-07,Львів,Маленький принц,Дитяча,160,5,0,800,Мобільний застосунок,Ірина,4
5159,2024-04-07,Львів,Гаррі Поттер,Дитяча,350,1,5,332.5,Мобільний застосунок,Олег,5
5268,2024-06-15,Дніпро,Війна і мир,Історія,380,1,0,380,Сайт,Наталя,3
5143,2024-03-26,Одеса,Сила звички,Бізнес,260,4,0,1040,Сайт,Олег,4
5079,2024-02-11,Харків,Sapiens,Наука,410,1,0,410,Мобільний застосунок,Віктор,5
5396,2024-08-03,Харків,Дюна,Фантастика,320,3,10,864,Телефон,Наталя,5
5206,2024-05-08,Львів,Атомні звички,Бізнес,290,4,0,1160,Сайт,Наталя,5
5364,2024-08-13,Харків,Тіні забутих предків,Історія,220,5,0,1100,Телефон,Ірина,4
5213,2024-05-04,Дніпро,Кладовище домашніх тварин,Детектив,270,2,0,540,Сайт,Наталя,5
5257,2024-06-24,Одеса,1984,Фантастика,280,1,0,280,Мобільний застосунок,Олег,5
5147,2024-03-06,Харків,Гордість і упередження,Романтика,240,2,0,480,Мобільний застосунок,Наталя,4
5260,2024-06-11,Львів,Сила звички,Бізнес,260,1,0,260,Мобільний застосунок,Софія,4
5204,2024-05-13,Одеса,Війна і мир,Історія,380,4,0,1520,Сайт,Софія,5
5031,2024-01-15,Київ,Тіні забутих предків,Історія,220,1,0,220,Мобільний застосунок,Софія,4
5021,2024-01-27,Львів,Тіні забутих предків,Історія,220,1,15,187,Сайт,Олег,5
5111,2024-03-09,Харків,Тіні забутих предків,Історія,220,2,0,440,Мобільний застосунок,Ірина,4
5135,2024-03-15,Одеса,Квантова фізика,Наука,450,2,10,810,Сайт,Ірина,4
5008,2024-01-03,Київ,Дюна,Фантастика,320,2,5,608,Мобільний застосунок,Наталя,5
5035,2024-01-02,Дніпро,1984,Фантастика,280,1,0,280,Сайт,Наталя,5
5009,2024-01-12,Одеса,Тіні забутих предків,Історія,220,2,0,440,Телефон,Ірина,4
5038,2024-01-03,Дніпро,Гаррі Поттер,Дитяча,350,2,0,700,Телефон,Софія,4
5242,2024-05-03,Одеса,1984,Фантастика,280,4,0,1120,Телефон,Наталя,5
5089,2024-02-18,Харків,Кладовище домашніх тварин,Детектив,270,1,5,256.5,Мобільний застосунок,Софія,5
5280,2024-06-13,Харків,Кобзар,Поезія,180,1,0,180,Мобільний застосунок,Олег,5
5188,2024-04-03,Київ,Тіні забутих предків,Історія,220,3,10,594,Сайт,Віктор,4
5216,2024-05-08,Київ,Гаррі Поттер,Дитяча,350,1,0,350,Телефон,Наталя,3
5199,2024-04-23,Харків,Гордість і упередження,Романтика,240,2,0,480,Телефон,Софія,4
5362,2024-08-03,Харків,Тіні забутих предків,Історія,220,3,5,627,Телефон,Віктор,5
5163,2024-04-19,Дніпро,Тіні забутих предків,Історія,220,1,0,220,Сайт,Софія,3
5398,2024-08-19,Харків,Атомні звички,Бізнес,290,3,0,870,Мобільний застосунок,Ірина,3
5007,2024-01-28,Львів,Кобзар,Поезія,180,3,0,540,Телефон,Ірина,4
5271,2024-06-19,Київ,Атомні звички,Бізнес,290,2,20,464,Телефон,Віктор,4
5360,2024-08-13,Дніпро,Атомні звички,Бізнес,290,1,5,275.5,Сайт,Софія,4
5256,2024-06-14,Львів,Шерлок Холмс,Детектив,250,2,0,500,Мобільний застосунок,Софія,4
5124,2024-03-17,Львів,1984,Фантастика,280,1,15,238,Сайт,Наталя,5
5058,2024-02-11,Київ,Атомні звички,Бізнес,290,1,15,246.5,Телефон,Наталя,5
5198,2024-04-02,Одеса,Атомні звички,Бізнес,290,2,0,580,Телефон,Ірина,4
5254,2024-06-14,Київ,Кобзар,Поезія,180,2,5,342,Мобільний застосунок,Софія,5
5123,2024-03-16,Львів,Гордість і упередження,Романтика,240,2,0,480,Мобільний застосунок,Софія,5
5028,2024-01-19,Харків,1984,Фантастика,280,2,10,504,Мобільний застосунок,Олег,4
5152,2024-04-10,Київ,Кладовище домашніх тварин,Детектив,270,3,10,729,Сайт,Ірина,5
5201,2024-05-03,Дніпро,Дюна,Фантастика,320,3,0,960,Телефон,Віктор,4
5097,2024-02-25,Львів,Атомні звички,Бізнес,290,1,0,290,Сайт,Віктор,5
5261,2024-06-01,Харків,Тіні забутих предків,Історія,220,2,0,440,Телефон,Віктор,3
5387,2024-08-14,Львів,Квантова фізика,Наука,450,2,0,900,Мобільний застосунок,Ірина,3
5106,2024-03-06,Львів,Кобзар,Поезія,180,2,0,360,Сайт,Віктор,5
5155,2024-04-16,Одеса,Лісова пісня,Поезія,150,1,0,150,Сайт,Наталя,5
5014,2024-01-19,Львів,Гордість і упередження,Романтика,240,1,0,240,Сайт,Софія,4
5146,2024-03-14,Львів,Шерлок Холмс,Детектив,250,4,0,1000,Телефон,Наталя,4
5312,2024-07-28,Київ,Дюна,Фантастика,320,1,0,320,Мобільний застосунок,Віктор,3
5314,2024-07-19,Одеса,Сила звички,Бізнес,260,4,0,1040,Сайт,Наталя,5
5308,2024-07-17,Львів,Шерлок Холмс,Детектив,250,1,0,250,Сайт,Ірина,3
5284,2024-06-16,Львів,Дюна,Фантастика,320,1,0,320,Сайт,Софія,3
5128,2024-03-14,Харків,Маленький принц,Дитяча,160,1,10,144,Телефон,Віктор,3
5044,2024-01-09,Львів,Лісова пісня,Поезія,150,1,0,150,Телефон,Наталя,4
5142,2024-03-09,Київ,Дюна,Фантастика,320,5,0,1600,Телефон,Віктор,3
5127,2024-03-13,Одеса,Атомні звички,Бізнес,290,1,5,275.5,Сайт,Олег,4
5327,2024-07-28,Львів,Атомні звички,Бізнес,290,1,0,290,Сайт,Наталя,4
5162,2024-04-05,Дніпро,Атомні звички,Бізнес,290,1,0,290,Сайт,Ірина,5
5384,2024-08-06,Київ,Sapiens,Наука,410,2,0,820,Сайт,Наталя,3
5337,2024-07-17,Одеса,Гордість і упередження,Романтика,240,1,0,240,Мобільний застосунок,Віктор,4
5358,2024-08-20,Одеса,Sapiens,Наука,410,3,10,1107,Телефон,Олег,3
5302,2024-07-17,Київ,Війна і мир,Історія,380,2,0,760,Мобільний застосунок,Олег,4
5064,2024-02-02,Харків,Гаррі Поттер,Дитяча,350,3,0,1050,Телефон,Ірина,4
5072,2024-02-05,Київ,1984,Фантастика,280,1,0,280,Мобільний застосунок,Віктор,5
5052,2024-02-02,Львів,Квантова фізика,Наука,450,2,0,900,Сайт,Віктор,5
5045,2024-01-17,Київ,Гаррі Поттер,Дитяча,350,2,10,630,Сайт,Віктор,4
5112,2024-03-11,Київ,Маленький принц,Дитяча,160,1,0,160,Сайт,Олег,5
5227,2024-05-23,Харків,Кладовище домашніх тварин,Детектив,270,1,0,270,Сайт,Наталя,5
5316,2024-07-21,Дніпро,Маленький принц,Дитяча,160,3,10,432,Мобільний застосунок,Ірина,5
5211,2024-05-15,Одеса,Атомні звички,Бізнес,290,2,0,580,Мобільний застосунок,Софія,4
5078,2024-02-05,Львів,Кладовище домашніх тварин,Детектив,270,1,0,270,Сайт,Наталя,5
5322,2024-07-19,Дніпро,Сила звички,Бізнес,260,1,5,247,Сайт,Віктор,5
5378,2024-08-27,Одеса,Атомні звички,Бізнес,290,3,0,870,Телефон,Софія,5
5180,2024-04-25,Київ,Шерлок Холмс,Детектив,250,4,0,1000,Мобільний застосунок,Віктор,5
5226,2024-05-06,Харків,Атомні звички,Бізнес,290,2,5,551,Телефон,Віктор,5
5392,2024-08-25,Київ,Лісова пісня,Поезія,150,2,0,300,Мобільний застосунок,Олег,5
5393,2024-08-23,Львів,Війна і мир,Історія,380,3,0,1140,Телефон,Віктор,4
5313,2024-07-25,Дніпро,Гаррі Поттер,Дитяча,350,2,5,665,Мобільний застосунок,Олег,3
5368,2024-08-25,Дніпро,Гаррі Поттер,Дитяча,350,1,0,350,Сайт,Наталя,5
5289,2024-06-10,Дніпро,Маленький принц,Дитяча,160,1,20,128,Телефон,Віктор,4
5272,2024-06-25,Львів,Кобзар,Поезія,180,5,5,855,Телефон,Ірина,5
5036,2024-01-28,Київ,Дюна,Фантастика,320,1,0,320,Телефон,Ірина,4
5074,2024-02-16,Одеса,Сила звички,Бізнес,260,4,0,1040,Мобільний застосунок,Віктор,3
5347,2024-07-26,Харків,Квантова фізика,Наука,450,1,0,450,Сайт,Наталя,5
5329,2024-07-18,Одеса,Sapiens,Наука,410,2,0,820,Мобільний застосунок,Віктор,5
5069,2024-02-06,Харків,Sapiens,Наука,410,3,0,1230,Мобільний застосунок,Наталя,5
5196,2024-04-20,Харків,Кладовище домашніх тварин,Детектив,270,3,10,729,Мобільний застосунок,Софія,5
5071,2024-02-08,Одеса,Кобзар,Поезія,180,1,0,180,Телефон,Ірина,4
5154,2024-04-23,Харків,Тіні забутих предків,Історія,220,1,15,187,Телефон,Олег,5
5189,2024-04-28,Одеса,Маленький принц,Дитяча,160,1,0,160,Сайт,Наталя,4
5161,2024-04-01,Одеса,Квантова фізика,Наука,450,1,0,450,Сайт,Софія,3
5363,2024-08-22,Харків,1984,Фантастика,280,2,0,560,Мобільний застосунок,Ірина,4
5053,2024-02-08,Львів,Атомні звички,Бізнес,290,1,5,275.5,Мобільний застосунок,Наталя,4
5046,2024-01-25,Одеса,Сила звички,Бізнес,260,1,0,260,Сайт,Віктор,3
5197,2024-04-02,Дніпро,Гордість і упередження,Романтика,240,4,0,960,Телефон,Олег,4
5118,2024-03-22,Харків,Сила звички,Бізнес,260,2,20,416,Мобільний застосунок,Ірина,5
5037,2024-01-22,Харків,Сила звички,Бізнес,260,1,0,260,Сайт,Софія,5
5377,2024-08-13,Дніпро,Гордість і упередження,Романтика,240,5,0,1200,Сайт,Наталя,5
5375,2024-08-23,Київ,Війна і мир,Історія,380,1,0,380,Телефон,Ірина,5
5356,2024-08-20,Київ,Гаррі Поттер,Дитяча,350,2,0,700,Сайт,Наталя,4
5217,2024-05-27,Львів,Квантова фізика,Наука,450,1,0,450,Телефон,Віктор,4
5062,2024-02-17,Львів,Тіні забутих предків,Історія,220,1,0,220,Телефон,Ірина,4
5176,2024-04-22,Одеса,Кладовище домашніх тварин,Детектив,270,2,0,540,Сайт,Олег,5
5357,2024-08-20,Одеса,Дюна,Фантастика,320,4,0,1280,Мобільний застосунок,Наталя,4
5369,2024-08-03,Львів,Дюна,Фантастика,320,2,0,640,Мобільний застосунок,Наталя,3
5005,2024-01-03,Одеса,Гаррі Поттер,Дитяча,350,4,0,1400,Мобільний застосунок,Софія,4
5228,2024-05-02,Одеса,Гаррі Поттер,Дитяча,350,1,0,350,Телефон,Віктор,4
5349,2024-07-03,Харків,Кобзар,Поезія,180,3,0,540,Телефон,Олег,4
5266,2024-06-12,Одеса,Шерлок Холмс,Детектив,250,1,0,250,Телефон,Наталя,5
5116,2024-03-14,Одеса,Кладовище домашніх тварин,Детектив,270,1,0,270,Телефон,Віктор,5
5304,2024-07-07,Київ,Sapiens,Наука,410,1,0,410,Мобільний застосунок,Наталя,5
5068,2024-02-18,Харків,1984,Фантастика,280,3,0,840,Телефон,Софія,5
5040,2024-01-25,Київ,Кладовище домашніх тварин,Детектив,270,2,0,540,Мобільний застосунок,Софія,5
5245,2024-05-18,Київ,Гордість і упередження,Романтика,240,2,0,480,Сайт,Наталя,3
5110,2024-03-27,Одеса,1984,Фантастика,280,3,0,840,Мобільний застосунок,Ірина,5
5001,2024-01-08,Київ,Кладовище домашніх тварин,Детектив,270,1,0,270,Телефон,Софія,4
5049,2024-01-22,Дніпро,Лісова пісня,Поезія,150,1,0,150,Мобільний застосунок,Софія,3
5361,2024-08-01,Харків,Гордість і упередження,Романтика,240,1,5,228,Телефон,Олег,5
5047,2024-01-04,Львів,Гордість і упередження,Романтика,240,2,0,480,Телефон,Ірина,3
5399,2024-08-15,Львів,Дюна,Фантастика,320,1,5,304,Мобільний застосунок,Віктор,3
5220,2024-05-04,Харків,Кладовище домашніх тварин,Детектив,270,3,0,810,Телефон,Софія,5
5120,2024-03-23,Київ,Гордість і упередження,Романтика,240,1,0,240,Телефон,Софія,4
5359,2024-08-11,Харків,Тіні забутих предків,Історія,220,1,15,187,Телефон,Олег,4
5372,2024-08-24,Львів,Кладовище домашніх тварин,Детектив,270,3,15,688.5,Телефон,Олег,4
5157,2024-04-04,Харків,Дюна,Фантастика,320,1,0,320,Сайт,Олег,5
5321,2024-07-09,Дніпро,Гордість і упередження,Романтика,240,2,0,480,Телефон,Ірина,4
5203,2024-05-21,Харків,Кладовище домашніх тварин,Детектив,270,1,0,270,Сайт,Софія,5
5027,2024-01-17,Харків,Лісова пісня,Поезія,150,1,0,150,Сайт,Софія,4
5085,2024-02-08,Одеса,Шерлок Холмс,Детектив,250,2,5,475,Телефон,Софія,3
5333,2024-07-05,Дніпро,Сила звички,Бізнес,260,2,0,520,Мобільний застосунок,Наталя,3
5341,2024-07-17,Львів,Маленький принц,Дитяча,160,5,20,640,Сайт,Софія,5
5191,2024-04-05,Львів,Війна і мир,Історія,380,4,0,1520,Мобільний застосунок,Олег,4
5043,2024-01-22,Львів,Дюна,Фантастика,320,2,0,640,Мобільний застосунок,Ірина,3
5129,2024-03-21,Харків,Sapiens,Наука,410,5,5,1947.5,Сайт,Олег,5
5185,2024-04-22,Київ,Війна і мир,Історія,380,1,0,380,Мобільний застосунок,Ірина,5
5336,2024-07-26,Львів,Гордість і упередження,Романтика,240,3,0,720,Сайт,Ірина,5
5048,2024-01-14,Одеса,Сила звички,Бізнес,260,1,0,260,Мобільний застосунок,Ірина,3