order_id,date,city,product,category,unit_price,quantity,discount_pct,revenue,manager
1255,2024-05-21,Львів,Лате,Напої,70,2,0,140,Олена
1299,2024-05-25,Харків,Чай,Напої,40,2,5,76,Богдан
1003,2024-01-14,Харків,Маффін,Випічка,60,1,0,60,Олена
1226,2024-04-21,Львів,Капучіно,Напої,65,1,0,65,Олена
1114,2024-02-16,Львів,Лате,Напої,70,1,10,63,Андрій
1164,2024-03-20,Київ,Чізкейк,Десерти,110,2,0,220,Марія
1338,2024-06-02,Київ,Тірамісу,Десерти,120,3,0,360,Андрій
1044,2024-01-01,Харків,Чізкейк,Десерти,110,1,0,110,Олена
1169,2024-03-18,Київ,Маффін,Випічка,60,1,0,60,Андрій
1193,2024-04-27,Київ,Лате,Напої,70,5,0,350,Олена
1313,2024-06-08,Харків,Маффін,Випічка,60,2,0,120,Богдан
1170,2024-03-10,Київ,Еспресо,Напої,45,1,0,45,Марія
1345,2024-06-16,Одеса,Тірамісу,Десерти,120,1,0,120,Олена
1213,2024-04-20,Львів,Капучіно,Напої,65,4,0,260,Андрій
1262,2024-05-24,Львів,Маффін,Випічка,60,2,10,108,Марія
1209,2024-04-05,Львів,Еспресо,Напої,45,2,0,90,Марія
1059,2024-01-22,Київ,Маффін,Випічка,60,4,0,240,Андрій
1088,2024-02-04,Київ,Капучіно,Напої,65,1,0,65,Богдан
1035,2024-01-17,Львів,Маффін,Випічка,60,3,0,180,Богдан
1192,2024-04-26,Київ,Сендвіч,Їжа,95,4,0,380,Андрій
1119,2024-02-05,Київ,Тірамісу,Десерти,120,1,15,102,Андрій
1352,2024-06-08,Львів,Еспресо,Напої,45,3,0,135,Андрій
1145,2024-03-16,Харків,Раф,Напої,85,1,0,85,Олена
1248,2024-05-24,Львів,Чізкейк,Десерти,110,5,0,550,Олена
1151,2024-03-16,Одеса,Маффін,Випічка,60,3,0,180,Андрій
1218,2024-04-28,Київ,Чізкейк,Десерти,110,4,10,396,Марія
1054,2024-01-17,Одеса,Тірамісу,Десерти,120,2,5,228,Андрій
1173,2024-03-06,Харків,Маффін,Випічка,60,1,0,60,Богдан
1017,2024-01-25,Львів,Чай,Напої,40,1,0,40,Марія
1047,2024-01-24,Одеса,Сендвіч,Їжа,95,2,0,190,Марія
1243,2024-05-27,Одеса,Чай,Напої,40,1,0,40,Богдан
1163,2024-03-27,Львів,Лате,Напої,70,1,0,70,Андрій
1159,2024-03-08,Одеса,Раф,Напої,85,2,0,170,Андрій
1175,2024-03-26,Львів,Капучіно,Напої,65,1,0,65,Богдан
1104,2024-02-04,Київ,Чізкейк,Десерти,110,3,5,313.5,Андрій
1191,2024-04-25,Київ,Еспресо,Напої,45,1,0,45,Олена
1097,2024-02-10,Харків,Лате,Напої,70,5,0,350,Олена
1212,2024-04-06,Київ,Капучіно,Напої,65,1,0,65,Андрій
1020,2024-01-13,Одеса,Маффін,Випічка,60,5,0,300,Андрій
1005,2024-01-10,Київ,Раф,Напої,85,1,5,80.75,Богдан
1158,2024-03-12,Київ,Круасан,Випічка,55,1,0,55,Марія
1267,2024-05-27,Львів,Тірамісу,Десерти,120,2,0,240,Андрій
1284,2024-05-24,Одеса,Капучіно,Напої,65,1,0,65,Марія
1242,2024-05-20,Харків,Раф,Напої,85,4,0,340,Олена
1325,2024-06-02,Одеса,Круасан,Випічка,55,2,0,110,Андрій
1221,2024-04-11,Львів,Раф,Напої,85,4,0,340,Андрій
1147,2024-03-09,Київ,Тірамісу,Десерти,120,1,10,108,Андрій
1354,2024-06-23,Одеса,Еспресо,Напої,45,1,0,45,Андрій
1288,2024-05-27,Харків,Чізкейк,Десерти,110,2,0,220,Марія
1081,2024-02-17,Київ,Чізкейк,Десерти,110,1,0,110,Андрій
1184,2024-04-22,Київ,Сендвіч,Їжа,95,3,0,285,Марія
1269,2024-05-23,Харків,Чізкейк,Десерти,110,3,0,330,Богдан
1316,2024-06-12,Одеса,Сендвіч,Їжа,95,2,10,171,Олена
1290,2024-05-11,Одеса,Раф,Напої,85,2,0,170,Андрій
1183,2024-04-24,Харків,Чізкейк,Десерти,110,1,0,110,Андрій
1066,2024-02-14,Київ,Круасан,Випічка,55,1,0,55,Олена
1244,2024-05-09,Одеса,Еспресо,Напої,45,2,0,90,Андрій
1251,2024-05-28,Львів,Маффін,Випічка,60,2,0,120,Богдан
1127,2024-03-04,Одеса,Сендвіч,Їжа,95,2,0,190,Олена
1149,2024-03-24,Одеса,Чізкейк,Десерти,110,4,0,440,Олена
1321,2024-06-07,Харків,Сендвіч,Їжа,95,2,0,190,Олена
1249,2024-05-05,Львів,Лате,Напої,70,1,0,70,Марія
1214,2024-04-17,Львів,Маффін,Випічка,60,1,0,60,Богдан
1048,2024-01-27,Харків,Чай,Напої,40,3,0,120,Андрій
1324,2024-06-20,Одеса,Тірамісу,Десерти,120,3,0,360,Олена
1013,2024-01-19,Одеса,Чізкейк,Десерти,110,2,0,220,Богдан
1130,2024-03-08,Одеса,Раф,Напої,85,2,0,170,Олена
1009,2024-01-08,Харків,Чай,Напої,40,4,0,160,Андрій
1328,2024-06-13,Одеса,Капучіно,Напої,65,1,15,55.25,Олена
1154,2024-03-03,Львів,Маффін,Випічка,60,3,0,180,Олена
1045,2024-01-28,Київ,Сендвіч,Їжа,95,3,0,285,Андрій
1168,2024-03-18,Одеса,Лате,Напої,70,1,0,70,Богдан
1194,2024-04-26,Львів,Еспресо,Напої,45,5,0,225,Андрій
1060,2024-01-14,Львів,Маффін,Випічка,60,5,0,300,Андрій
1136,2024-03-10,Львів,Тірамісу,Десерти,120,1,0,120,Олена
1344,2024-06-11,Львів,Капучіно,Напої,65,1,5,61.75,Андрій
1199,2024-04-04,Одеса,Маффін,Випічка,60,1,0,60,Олена
1067,2024-02-03,Одеса,Капучіно,Напої,65,2,5,123.5,Андрій
1135,2024-03-27,Львів,Тірамісу,Десерти,120,5,0,600,Андрій
1082,2024-02-27,Львів,Сендвіч,Їжа,95,3,0,285,Олена
1261,2024-05-15,Київ,Чізкейк,Десерти,110,2,0,220,Андрій
1138,2024-03-20,Львів,Маффін,Випічка,60,1,0,60,Андрій
1219,2024-04-22,Київ,Круасан,Випічка,55,2,0,110,Марія
1111,2024-02-11,Київ,Сендвіч,Їжа,95,1,0,95,Марія
1287,2024-05-07,Одеса,Тірамісу,Десерти,120,3,0,360,Марія
1252,2024-05-01,Львів,Сендвіч,Їжа,95,5,0,475,Андрій
1007,2024-01-04,Київ,Чай,Напої,40,2,0,80,Олена
1279,2024-05-16,Київ,Круасан,Випічка,55,2,5,104.5,Богдан
1355,2024-06-17,Одеса,Раф,Напої,85,1,0,85,Богдан
1055,2024-01-15,Одеса,Сендвіч,Їжа,95,4,0,380,Андрій
1185,2024-04-21,Київ,Маффін,Випічка,60,2,0,120,Марія
1095,2024-02-22,Львів,Капучіно,Напої,65,2,0,130,Олена
1223,2024-04-14,Харків,Сендвіч,Їжа,95,2,5,180.5,Андрій
1360,2024-06-27,Київ,Лате,Напої,70,1,0,70,Марія
1339,2024-06-24,Львів,Лате,Напої,70,4,5,266,Андрій
1236,2024-04-16,Одеса,Капучіно,Напої,65,1,0,65,Андрій
1012,2024-01-22,Одеса,Еспресо,Напої,45,4,0,180,Олена
1030,2024-01-09,Київ,Еспресо,Напої,45,1,0,45,Богдан
1075,2024-02-23,Львів,Раф,Напої,85,1,5,80.75,Андрій
1110,2024-02-10,Харків,Чай,Напої,40,3,0,120,Богдан
1210,2024-04-27,Харків,Круасан,Випічка,55,5,0,275,Марія
1171,2024-03-12,Харків,Капучіно,Напої,65,1,0,65,Богдан
1302,2024-06-22,Львів,Капучіно,Напої,65,2,0,130,Олена
1330,2024-06-04,Харків,Лате,Напої,70,4,0,280,Олена
1108,2024-02-14,Одеса,Раф,Напої,85,3,0,255,Олена
1176,2024-03-17,Київ,Чай,Напої,40,2,0,80,Андрій
1260,2024-05-07,Одеса,Лате,Напої,70,3,0,210,Богдан
1155,2024-03-14,Харків,Сендвіч,Їжа,95,2,0,190,Олена
1188,2024-04-27,Харків,Раф,Напої,85,2,0,170,Богдан
1275,2024-05-25,Київ,Чай,Напої,40,1,0,40,Богдан
1318,2024-06-09,Київ,Маффін,Випічка,60,2,0,120,Олена
1109,2024-02-02,Харків,Сендвіч,Їжа,95,2,0,190,Богдан
1273,2024-05-05,Київ,Чай,Напої,40,4,0,160,Марія
1101,2024-02-16,Одеса,Лате,Напої,70,3,0,210,Богдан
1001,2024-01-27,Одеса,Еспресо,Напої,45,1,0,45,Олена
1179,2024-03-16,Одеса,Еспресо,Напої,45,3,0,135,Марія
1177,2024-03-03,Львів,Чізкейк,Десерти,110,1,0,110,Олена
1335,2024-06-07,Київ,Лате,Напої,70,1,0,70,Марія
1077,2024-02-27,Одеса,Маффін,Випічка,60,1,0,60,Богдан
1291,2024-05-03,Одеса,Круасан,Випічка,55,1,15,46.75,Олена
1068,2024-02-11,Київ,Круасан,Випічка,55,4,0,220,Богдан
1051,2024-01-16,Київ,Чізкейк,Десерти,110,2,0,220,Олена
1347,2024-06-12,Харків,Круасан,Випічка,55,1,0,55,Богдан
1225,2024-04-06,Львів,Капучіно,Напої,65,1,0,65,Марія
1346,2024-06-22,Львів,Сендвіч,Їжа,95,1,10,85.5,Андрій
1093,2024-02-02,Київ,Тірамісу,Десерти,120,4,0,480,Андрій
1037,2024-01-24,Львів,Чай,Напої,40,5,0,200,Марія
1198,2024-04-21,Одеса,Капучіно,Напої,65,1,0,65,Марія
1281,2024-05-01,Харків,Еспресо,Напої,45,2,5,85.5,Андрій
1098,2024-02-17,Харків,Капучіно,Напої,65,1,0,65,Богдан
1240,2024-04-24,Одеса,Чізкейк,Десерти,110,1,10,99,Олена
1264,2024-05-19,Харків,Маффін,Випічка,60,2,0,120,Марія
1227,2024-04-12,Київ,Капучіно,Напої,65,1,0,65,Андрій
1039,2024-01-27,Львів,Тірамісу,Десерти,120,2,10,216,Олена
1297,2024-05-09,Одеса,Еспресо,Напої,45,3,0,135,Марія
1331,2024-06-22,Одеса,Чізкейк,Десерти,110,2,0,220,Богдан
1235,2024-04-01,Київ,Чай,Напої,40,3,0,120,Андрій
1197,2024-04-08,Харків,Раф,Напої,85,2,0,170,Марія
1002,2024-01-02,Одеса,Чай,Напої,40,1,0,40,Олена
1292,2024-05-02,Харків,Сендвіч,Їжа,95,4,0,380,Богдан
1106,2024-02-09,Одеса,Маффін,Випічка,60,3,5,171,Олена
1033,2024-01-25,Одеса,Сендвіч,Їжа,95,1,0,95,Андрій
1230,2024-04-07,Київ,Еспресо,Напої,45,1,0,45,Марія
1122,2024-03-16,Київ,Маффін,Випічка,60,3,10,162,Богдан
1025,2024-01-15,Харків,Капучіно,Напої,65,1,15,55.25,Андрій
1250,2024-05-04,Одеса,Маффін,Випічка,60,1,0,60,Марія
1353,2024-06-20,Львів,Чай,Напої,40,1,0,40,Богдан
1202,2024-04-06,Одеса,Чізкейк,Десерти,110,3,0,330,Олена
1271,2024-05-16,Одеса,Раф,Напої,85,2,0,170,Богдан
1195,2024-04-09,Львів,Лате,Напої,70,3,0,210,Андрій
1087,2024-02-23,Київ,Чай,Напої,40,3,0,120,Андрій
1107,2024-02-09,Київ,Круасан,Випічка,55,2,0,110,Богдан
1040,2024-01-22,Харків,Чізкейк,Десерти,110,3,0,330,Олена
1058,2024-01-15,Одеса,Еспресо,Напої,45,1,0,45,Андрій
1246,2024-05-20,Одеса,Круасан,Випічка,55,3,5,156.75,Андрій
1283,2024-05-03,Одеса,Маффін,Випічка,60,2,15,102,Андрій
1323,2024-06-28,Львів,Капучіно,Напої,65,4,0,260,Олена
1162,2024-03-02,Харків,Раф,Напої,85,3,10,229.5,Марія
1334,2024-06-21,Київ,Круасан,Випічка,55,3,0,165,Богдан
1133,2024-03-12,Харків,Капучіно,Напої,65,2,0,130,Богдан
1234,2024-04-19,Київ,Чізкейк,Десерти,110,2,0,220,Андрій
1286,2024-05-28,Львів,Маффін,Випічка,60,2,0,120,Марія
1090,2024-02-24,Харків,Круасан,Випічка,55,1,0,55,Олена
1156,2024-03-14,Київ,Круасан,Випічка,55,2,0,110,Богдан
1258,2024-05-16,Львів,Чізкейк,Десерти,110,3,0,330,Олена
1142,2024-03-03,Харків,Еспресо,Напої,45,1,0,45,Марія
1041,2024-01-26,Харків,Раф,Напої,85,2,0,170,Марія
1350,2024-06-01,Харків,Сендвіч,Їжа,95,1,0,95,Марія
1015,2024-01-27,Київ,Круасан,Випічка,55,2,15,93.5,Богдан
1220,2024-04-06,Одеса,Раф,Напої,85,1,0,85,Марія
1274,2024-05-10,Київ,Капучіно,Напої,65,1,0,65,Марія
1073,2024-02-27,Харків,Раф,Напої,85,4,0,340,Богдан
1070,2024-02-10,Львів,Круасан,Випічка,55,1,0,55,Марія
1126,2024-03-10,Львів,Чай,Напої,40,4,0,160,Андрій
1084,2024-02-25,Львів,Лате,Напої,70,2,0,140,Андрій
1143,2024-03-13,Харків,Лате,Напої,70,2,0,140,Марія
1083,2024-02-10,Львів,Маффін,Випічка,60,2,0,120,Марія
1062,2024-02-10,Харків,Капучіно,Напої,65,1,0,65,Олена
1042,2024-01-03,Київ,Маффін,Випічка,60,2,0,120,Андрій
1091,2024-02-09,Київ,Тірамісу,Десерти,120,1,0,120,Андрій
1245,2024-05-08,Львів,Чізкейк,Десерти,110,2,10,198,Андрій
1102,2024-02-15,Київ,Еспресо,Напої,45,1,0,45,Богдан
1357,2024-06-05,Київ,Капучіно,Напої,65,2,0,130,Марія
1293,2024-05-16,Одеса,Лате,Напої,70,1,0,70,Олена
1211,2024-04-08,Харків,Чай,Напої,40,4,0,160,Андрій
1232,2024-04-20,Київ,Чізкейк,Десерти,110,4,0,440,Богдан
1322,2024-06-13,Львів,Круасан,Випічка,55,1,0,55,Андрій
1205,2024-04-16,Харків,Сендвіч,Їжа,95,1,0,95,Андрій
1342,2024-06-23,Львів,Чізкейк,Десерти,110,1,0,110,Богдан
1215,2024-04-02,Львів,Сендвіч,Їжа,95,1,0,95,Богдан
1008,2024-01-14,Київ,Чай,Напої,40,1,0,40,Марія
1080,2024-02-12,Львів,Капучіно,Напої,65,5,0,325,Андрій
1121,2024-03-01,Харків,Круасан,Випічка,55,3,5,156.75,Андрій
1326,2024-06-25,Харків,Чай,Напої,40,2,0,80,Марія
1309,2024-06-21,Львів,Еспресо,Напої,45,5,0,225,Андрій
1078,2024-02-15,Одеса,Чай,Напої,40,1,0,40,Андрій
1201,2024-04-19,Харків,Чізкейк,Десерти,110,1,15,93.5,Андрій
1118,2024-02-09,Харків,Маффін,Випічка,60,3,0,180,Марія
1343,2024-06-14,Львів,Тірамісу,Десерти,120,4,0,480,Андрій
1182,2024-04-17,Львів,Чай,Напої,40,1,0,40,Андрій
1141,2024-03-12,Київ,Круасан,Випічка,55,2,0,110,Марія
1052,2024-01-04,Київ,Раф,Напої,85,1,0,85,Богдан
1099,2024-02-07,Одеса,Маффін,Випічка,60,1,10,54,Олена
1295,2024-05-25,Львів,Капучіно,Напої,65,2,0,130,Андрій
1312,2024-06-14,Київ,Еспресо,Напої,45,2,0,90,Андрій
1146,2024-03-02,Харків,Раф,Напої,85,3,0,255,Богдан
1178,2024-03-26,Харків,Тірамісу,Десерти,120,3,0,360,Андрій
1157,2024-03-20,Харків,Еспресо,Напої,45,1,0,45,Андрій
1306,2024-06-01,Одеса,Капучіно,Напої,65,3,0,195,Олена
1277,2024-05-07,Київ,Сендвіч,Їжа,95,3,5,270.75,Богдан
1256,2024-05-21,Харків,Раф,Напої,85,3,0,255,Андрій
1190,2024-04-22,Одеса,Лате,Напої,70,3,0,210,Олена
1023,2024-01-23,Одеса,Чай,Напої,40,2,15,68,Олена
1189,2024-04-12,Львів,Тірамісу,Десерти,120,2,0,240,Богдан
1310,2024-06-09,Харків,Тірамісу,Десерти,120,1,0,120,Марія
1308,2024-06-15,Київ,Чізкейк,Десерти,110,1,0,110,Богдан
1241,2024-05-14,Харків,Капучіно,Напої,65,1,0,65,Андрій
1148,2024-03-20,Київ,Чай,Напої,40,1,0,40,Олена
1105,2024-02-13,Київ,Круасан,Випічка,55,1,0,55,Олена
1280,2024-05-16,Київ,Тірамісу,Десерти,120,2,0,240,Андрій
1034,2024-01-25,Одеса,Раф,Напої,85,2,0,170,Андрій
1131,2024-03-22,Харків,Круасан,Випічка,55,1,0,55,Богдан
1247,2024-05-12,Львів,Раф,Напої,85,3,0,255,Андрій
1113,2024-02-04,Львів,Круасан,Випічка,55,2,0,110,Андрій
1038,2024-01-07,Одеса,Лате,Напої,70,1,0,70,Марія
1314,2024-06-06,Одеса,Капучіно,Напої,65,1,0,65,Олена
1152,2024-03-20,Київ,Круасан,Випічка,55,3,0,165,Андрій
1120,2024-02-21,Київ,Круасан,Випічка,55,4,0,220,Богдан
1022,2024-01-05,Харків,Чай,Напої,40,1,0,40,Богдан
1349,2024-06-05,Львів,Капучіно,Напої,65,3,15,165.75,Олена
1231,2024-04-09,Одеса,Чізкейк,Десерти,110,2,0,220,Марія
1132,2024-03-12,Київ,Круасан,Випічка,55,1,0,55,Андрій
1153,2024-03-20,Одеса,Чізкейк,Десерти,110,2,0,220,Олена
1337,2024-06-26,Одеса,Тірамісу,Десерти,120,1,0,120,Андрій
1031,2024-01-17,Львів,Сендвіч,Їжа,95,1,15,80.75,Марія
1043,2024-01-15,Львів,Еспресо,Напої,45,1,0,45,Андрій
1166,2024-03-09,Київ,Чізкейк,Десерти,110,1,0,110,Олена
1089,2024-02-18,Харків,Сендвіч,Їжа,95,1,0,95,Андрій
1079,2024-02-11,Львів,Круасан,Випічка,55,2,0,110,Марія
1029,2024-01-16,Київ,Тірамісу,Десерти,120,5,0,600,Марія
1074,2024-02-17,Харків,Сендвіч,Їжа,95,3,0,285,Марія
1266,2024-05-25,Харків,Тірамісу,Десерти,120,1,0,120,Олена
1061,2024-02-11,Одеса,Чізкейк,Десерти,110,1,0,110,Богдан
1112,2024-02-09,Одеса,Круасан,Випічка,55,3,15,140.25,Богдан
1004,2024-01-02,Київ,Раф,Напої,85,2,0,170,Богдан
1333,2024-06-02,Львів,Капучіно,Напої,65,4,10,234,Олена
1358,2024-06-02,Львів,Еспресо,Напої,45,2,15,76.5,Андрій
1065,2024-02-16,Харків,Еспресо,Напої,45,2,0,90,Марія
1026,2024-01-19,Київ,Чізкейк,Десерти,110,2,0,220,Андрій
1340,2024-06-01,Харків,Лате,Напої,70,4,0,280,Олена
1298,2024-05-19,Львів,Маффін,Випічка,60,1,0,60,Олена
1301,2024-06-16,Харків,Маффін,Випічка,60,2,0,120,Андрій
1207,2024-04-19,Одеса,Сендвіч,Їжа,95,1,0,95,Андрій
1139,2024-03-15,Харків,Капучіно,Напої,65,3,0,195,Марія
1161,2024-03-04,Львів,Лате,Напої,70,2,15,119,Олена
1319,2024-06-12,Харків,Тірамісу,Десерти,120,2,0,240,Олена
1137,2024-03-14,Харків,Чай,Напої,40,1,0,40,Олена
1018,2024-01-16,Львів,Раф,Напої,85,1,10,76.5,Олена
1021,2024-01-08,Львів,Лате,Напої,70,1,0,70,Олена
1320,2024-06-27,Львів,Маффін,Випічка,60,2,10,108,Марія
1233,2024-04-01,Одеса,Чай,Напої,40,3,0,120,Богдан
1315,2024-06-19,Одеса,Еспресо,Напої,45,3,5,128.25,Андрій
1329,2024-06-23,Київ,Капучіно,Напої,65,1,0,65,Богдан
1072,2024-02-17,Київ,Круасан,Випічка,55,1,0,55,Андрій
1116,2024-02-11,Львів,Лате,Напої,70,1,0,70,Андрій
1348,2024-06-10,Одеса,Раф,Напої,85,4,0,340,Богдан
1259,2024-05-26,Київ,Круасан,Випічка,55,2,0,110,Андрій
1103,2024-02-04,Одеса,Еспресо,Напої,45,2,0,90,Марія
1222,2024-04-28,Харків,Чізкейк,Десерти,110,2,0,220,Богдан
1282,2024-05-10,Одеса,Тірамісу,Десерти,120,2,0,240,Богдан
1036,2024-01-16,Одеса,Капучіно,Напої,65,5,0,325,Марія
1096,2024-02-15,Львів,Тірамісу,Десерти,120,1,0,120,Богдан
1351,2024-06-07,Львів,Чізкейк,Десерти,110,2,10,198,Марія
1356,2024-06-27,Київ,Сендвіч,Їжа,95,3,0,285,Богдан
1187,2024-04-20,Харків,Сендвіч,Їжа,95,2,0,190,Богдан
1006,2024-01-27,Львів,Сендвіч,Їжа,95,1,0,95,Андрій
1217,2024-04-08,Харків,Еспресо,Напої,45,1,0,45,Олена
1128,2024-03-13,Київ,Круасан,Випічка,55,2,0,110,Марія
1181,2024-04-27,Львів,Чай,Напої,40,2,5,76,Богдан
1303,2024-06-01,Київ,Раф,Напої,85,4,0,340,Марія
1265,2024-05-17,Київ,Раф,Напої,85,1,0,85,Андрій
1167,2024-03-12,Львів,Капучіно,Напої,65,3,0,195,Андрій
1028,2024-01-16,Львів,Круасан,Випічка,55,5,0,275,Олена
1289,2024-05-17,Одеса,Чізкейк,Десерти,110,3,0,330,Марія
1165,2024-03-12,Київ,Лате,Напої,70,2,0,140,Андрій
1224,2024-04-19,Одеса,Раф,Напої,85,1,0,85,Андрій
1172,2024-03-12,Харків,Капучіно,Напої,65,4,15,221,Андрій
1124,2024-03-05,Харків,Раф,Напої,85,3,0,255,Олена
1206,2024-04-10,Київ,Капучіно,Напої,65,1,0,65,Олена
1174,2024-03-15,Київ,Лате,Напої,70,2,10,126,Андрій
1186,2024-04-22,Харків,Круасан,Випічка,55,2,0,110,Марія
1027,2024-01-07,Київ,Чізкейк,Десерти,110,2,0,220,Богдан
1203,2024-04-28,Одеса,Сендвіч,Їжа,95,1,0,95,Марія
1019,2024-01-05,Львів,Тірамісу,Десерти,120,2,0,240,Богдан
1270,2024-05-26,Одеса,Маффін,Випічка,60,2,0,120,Марія
1216,2024-04-15,Київ,Маффін,Випічка,60,3,0,180,Олена
1200,2024-04-04,Одеса,Тірамісу,Десерти,120,2,0,240,Марія
1332,2024-06-08,Львів,Тірамісу,Десерти,120,3,0,360,Андрій
1085,2024-02-10,Харків,Чізкейк,Десерти,110,3,0,330,Андрій
1204,2024-04-21,Київ,Капучіно,Напої,65,1,0,65,Богдан
1237,2024-04-09,Харків,Чай,Напої,40,1,5,38,Андрій
1294,2024-05-23,Харків,Чай,Напої,40,1,0,40,Олена
1076,2024-02-01,Харків,Чізкейк,Десерти,110,5,5,522.5,Олена
1305,2024-06-16,Львів,Лате,Напої,70,1,0,70,Богдан
1117,2024-02-01,Одеса,Круасан,Випічка,55,3,0,165,Богдан
1304,2024-06-02,Львів,Тірамісу,Десерти,120,3,0,360,Марія
1278,2024-05-22,Львів,Сендвіч,Їжа,95,1,5,90.25,Олена
1071,2024-02-09,Львів,Круасан,Випічка,55,2,0,110,Марія
1208,2024-04-05,Львів,Чізкейк,Десерти,110,2,0,220,Олена
1311,2024-06-23,Одеса,Круасан,Випічка,55,1,15,46.75,Марія
1063,2024-02-09,Київ,Раф,Напої,85,5,0,425,Марія
1057,2024-01-04,Харків,Лате,Напої,70,1,0,70,Андрій
1144,2024-03-07,Одеса,Маффін,Випічка,60,1,0,60,Марія
1257,2024-05-28,Одеса,Маффін,Випічка,60,2,0,120,Богдан
1300,2024-05-20,Харків,Тірамісу,Десерти,120,1,0,120,Андрій
1253,2024-05-08,Одеса,Чай,Напої,40,3,0,120,Богдан
1239,2024-04-26,Київ,Тірамісу,Десерти,120,3,0,360,Олена
1064,2024-02-14,Київ,Еспресо,Напої,45,1,0,45,Марія
1140,2024-03-06,Київ,Лате,Напої,70,4,0,280,Богдан
1024,2024-01-04,Харків,Сендвіч,Їжа,95,1,0,95,Богдан
1092,2024-02-16,Львів,Раф,Напої,85,3,15,216.75,Богдан
1049,2024-01-25,Львів,Сендвіч,Їжа,95,2,5,180.5,Андрій
1180,2024-03-23,Київ,Чай,Напої,40,4,0,160,Андрій
1341,2024-06-04,Харків,Чізкейк,Десерти,110,1,0,110,Марія
1228,2024-04-04,Київ,Маффін,Випічка,60,1,0,60,Олена
1123,2024-03-27,Київ,Лате,Напої,70,1,10,63,Богдан
1268,2024-05-18,Одеса,Маффін,Випічка,60,2,0,120,Андрій
1238,2024-04-06,Одеса,Раф,Напої,85,4,0,340,Олена
1359,2024-06-17,Одеса,Чай,Напої,40,2,0,80,Богдан
1327,2024-06-27,Харків,Лате,Напої,70,4,0,280,Андрій
1307,2024-06-28,Харків,Круасан,Випічка,55,1,0,55,Богдан
1336,2024-06-13,Харків,Лате,Напої,70,2,0,140,Олена
1134,2024-03-17,Львів,Капучіно,Напої,65,3,0,195,Олена
1100,2024-02-12,Київ,Еспресо,Напої,45,3,0,135,Андрій
1050,2024-01-24,Київ,Еспресо,Напої,45,1,0,45,Олена
1010,2024-01-11,Львів,Лате,Напої,70,2,0,140,Богдан
1016,2024-01-15,Одеса,Маффін,Випічка,60,4,0,240,Марія
1285,2024-05-05,Київ,Сендвіч,Їжа,95,2,0,190,Олена
1129,2024-03-15,Львів,Чай,Напої,40,1,0,40,Марія
1160,2024-03-09,Одеса,Чай,Напої,40,1,0,40,Андрій
1053,2024-01-17,Київ,Лате,Напої,70,2,0,140,Андрій
1086,2024-02-26,Київ,Сендвіч,Їжа,95,2,0,190,Андрій
1094,2024-02-24,Київ,Чай,Напої,40,1,0,40,Марія
1317,2024-06-08,Харків,Маффін,Випічка,60,1,0,60,Марія
1115,2024-02-05,Харків,Чізкейк,Десерти,110,5,0,550,Андрій
1046,2024-01-08,Львів,Капучіно,Напої,65,1,0,65,Марія
1125,2024-03-26,Харків,Лате,Напої,70,2,0,140,Андрій
1011,2024-01-14,Одеса,Чай,Напої,40,5,0,200,Андрій
1069,2024-02-08,Одеса,Чай,Напої,40,1,0,40,Олена
1276,2024-05-18,Одеса,Еспресо,Напої,45,1,0,45,Андрій
1272,2024-05-13,Київ,Чізкейк,Десерти,110,1,0,110,Олена
1014,2024-01-22,Київ,Лате,Напої,70,4,0,280,Олена
1263,2024-05-01,Київ,Круасан,Випічка,55,1,0,55,Олена
1229,2024-04-10,Київ,Лате,Напої,70,3,0,210,Богдан
1254,2024-05-25,Харків,Раф,Напої,85,2,0,170,Андрій
1056,2024-01-22,Харків,Лате,Напої,70,1,0,70,Андрій
1150,2024-03-15,Київ,Раф,Напої,85,1,0,85,Богдан
1032,2024-01-10,Львів,Сендвіч,Їжа,95,4,0,380,Олена
1296,2024-05-04,Київ,Еспресо,Напої,45,4,0,180,Олена
1196,2024-04-05,Одеса,Чай,Напої,40,1,5,38,Марія