subscriber_id,age,gender,country,plan,monthly_fee,join_date,is_active
1001,19,Ч,Україна,Premium,329,2023-02-27,Ні
1002,40,Ж,Польща,Standard,219,2022-03-05,Так
1003,60,Ч,Україна,Basic,149,2023-02-20,Так
1004,36,Ч,Чехія,Basic,149,2022-02-22,Так
1005,34,Ж,Іспанія,Standard,219,2023-08-27,Так
1006,37,Ж,Польща,Standard,219,2024-11-17,Так
1007,16,Ж,Україна,Premium,329,2024-07-22,Так
1008,49,Ч,Німеччина,Standard,219,2022-11-06,Так
1009,47,Ж,Німеччина,Basic,149,2023-09-13,Ні
1010,40,Ж,Німеччина,Standard,219,2022-10-03,Ні
1011,16,Ч,Іспанія,Family,449,2023-09-17,Так
1012,56,Ч,Україна,Standard,219,2024-12-08,Так
1013,25,Ч,Іспанія,Standard,219,2023-01-01,Так
1014,17,Ч,Україна,Standard,219,2023-07-21,Так
1015,55,Ж,Україна,Standard,219,2022-02-14,Ні
1016,20,Ч,Польща,Premium,329,2022-06-09,Ні
1017,64,Ж,Німеччина,Standard,219,2022-11-21,Ні
1018,20,Ч,Чехія,Premium,329,2023-11-08,Так
1019,64,Ж,Польща,Standard,219,2022-11-25,Ні
1020,39,Ж,Україна,Family,449,2024-02-21,Так
1021,43,Ж,Україна,Basic,149,2024-01-12,Так
1022,35,Ч,Польща,Premium,329,2022-09-11,Ні
1023,37,Ж,Польща,Standard,219,2023-04-19,Так
1024,48,Ч,Україна,Family,449,2023-07-02,Ні
1025,28,Ч,Польща,Premium,329,2022-04-09,Так
1026,54,Ч,Україна,Standard,219,2024-03-26,Ні
1027,66,Ж,Іспанія,Standard,219,2023-01-09,Так
1028,37,Ж,Україна,Basic,149,2024-03-20,Так
1029,37,Ж,Німеччина,Basic,149,2022-06-28,Так
1030,36,Ж,Україна,Premium,329,2023-04-27,Ні
1031,67,Ж,Україна,Standard,219,2024-05-27,Ні
1032,39,Ч,Україна,Standard,219,2023-09-27,Так
1033,40,Ж,Україна,Standard,219,2022-08-19,Так
1034,31,Ж,Німеччина,Standard,219,2023-10-19,Так
1035,48,Ж,Німеччина,Family,449,2023-01-06,Так
1036,58,Ч,Польща,Basic,149,2024-01-16,Ні
1037,36,Ж,Литва,Family,449,2022-10-28,Так
1038,61,Ч,Німеччина,Family,449,2023-12-13,Так
1039,32,Ж,Україна,Family,449,2023-07-02,Так
1040,59,Ч,Україна,Basic,149,2024-03-25,Так
1041,35,Ж,Польща,Family,449,2022-05-17,Так
1042,55,Ж,Польща,Standard,219,2022-09-03,Так
1043,42,Ж,Чехія,Standard,219,2022-10-14,Так
1044,49,Ч,Україна,Standard,219,2022-04-08,Ні
1045,29,Ч,Україна,Family,449,2022-07-21,Так
1046,18,Ж,Іспанія,Basic,149,2023-12-10,Ні
1047,23,Ж,Україна,Premium,329,2023-04-17,Так
1048,66,Ж,Україна,Basic,149,2022-09-22,Ні
1049,51,Ч,Україна,Basic,149,2023-01-10,Так
1050,24,Ж,Україна,Family,449,2023-09-20,Так
1051,34,Ч,Україна,Standard,219,2022-02-17,Ні
1052,53,Ч,Німеччина,Premium,329,2024-04-13,Так
1053,46,Ч,Україна,Family,449,2022-02-11,Так
1054,30,Ч,Польща,Family,449,2024-07-02,Так
1055,45,Ч,Німеччина,Basic,149,2022-06-15,Ні
1056,68,Ч,Україна,Premium,329,2023-11-05,Так
1057,34,Ч,Україна,Standard,219,2022-01-02,Так
1058,31,Ж,Україна,Basic,149,2022-10-25,Так
1059,42,Ч,Іспанія,Standard,219,2023-11-05,Ні
1060,54,Ж,Україна,Standard,219,2022-06-17,Так
1061,21,Ч,Україна,Basic,149,2023-08-28,Так
1062,41,Ж,Німеччина,Basic,149,2022-12-12,Так
1063,34,Ч,Німеччина,Standard,219,2024-03-13,Так
1064,64,Ч,Іспанія,Premium,329,2022-04-12,Так
1065,61,Ж,Німеччина,Standard,219,2022-06-02,Ні
1066,24,Ч,Україна,Basic,149,2023-09-26,Так
1067,58,Ж,Польща,Family,449,2023-05-26,Ні
1068,44,Ж,Іспанія,Basic,149,2022-10-04,Ні
1069,69,Ч,Україна,Family,449,2023-11-06,Ні
1070,40,Ч,Україна,Basic,149,2022-07-05,Ні
1071,27,Ч,Польща,Standard,219,2023-05-03,Ні
1072,66,Ч,Німеччина,Standard,219,2022-11-22,Так
1073,35,Ж,Україна,Standard,219,2024-06-01,Так
1074,34,Ч,Іспанія,Basic,149,2022-08-02,Так
1075,26,Ж,Німеччина,Standard,219,2022-08-19,Ні
1076,52,Ч,Чехія,Family,449,2024-09-12,Так
1077,21,Ч,Польща,Family,449,2023-12-01,Так
1078,25,Ж,Литва,Standard,219,2024-01-27,Так
1079,55,Ч,Україна,Premium,329,2024-11-13,Ні
1080,21,Ж,Україна,Basic,149,2024-03-26,Так
1081,39,Ч,Польща,Premium,329,2023-07-28,Так
1082,70,Ч,Іспанія,Family,449,2024-12-05,Так
1083,45,Ж,Іспанія,Basic,149,2024-08-01,Так
1084,39,Ж,Німеччина,Standard,219,2024-10-19,Так
1085,28,Ж,Україна,Standard,219,2024-02-16,Ні
1086,58,Ж,Україна,Basic,149,2024-10-03,Так
1087,24,Ж,Польща,Premium,329,2023-09-25,Так
1088,37,Ж,Україна,Premium,329,2023-11-09,Так
1089,27,Ч,Україна,Premium,329,2022-12-17,Так
1090,39,Ч,Іспанія,Basic,149,2024-03-22,Так
1091,65,Ч,Німеччина,Basic,149,2024-03-25,Ні
1092,46,Ч,Україна,Standard,219,2024-09-21,Так
1093,43,Ж,Чехія,Family,449,2023-06-02,Так
1094,60,Ж,Україна,Standard,219,2023-01-04,Так
1095,39,Ж,Україна,Basic,149,2024-09-23,Так
1096,62,Ч,Чехія,Standard,219,2023-11-08,Так
1097,57,Ж,Польща,Premium,329,2023-07-21,Ні
1098,57,Ж,Іспанія,Standard,219,2023-09-10,Так
1099,29,Ж,Чехія,Basic,149,2022-09-01,Так
1100,41,Ж,Чехія,Basic,149,2022-03-12,Так
1101,63,Ж,Польща,Standard,219,2023-09-13,Так
1102,21,Ж,Німеччина,Standard,219,2022-02-28,Так
1103,62,Ж,Польща,Standard,219,2022-07-02,Так
1104,48,Ж,Україна,Premium,329,2024-06-12,Так
1105,54,Ч,Україна,Basic,149,2023-09-11,Так
1106,67,Ч,Україна,Premium,329,2022-06-20,Так
1107,50,Ж,Чехія,Basic,149,2023-03-07,Так
1108,51,Ж,Україна,Standard,219,2022-04-15,Так
1109,46,Ч,Німеччина,Standard,219,2023-07-24,Ні
1110,57,Ч,Україна,Standard,219,2022-10-28,Так
1111,30,Ж,Чехія,Basic,149,2023-09-15,Так
1112,54,Ч,Україна,Standard,219,2024-04-23,Так
1113,53,Ч,Україна,Basic,149,2023-12-21,Ні
1114,38,Ж,Німеччина,Basic,149,2023-07-05,Так
1115,55,Ж,Україна,Premium,329,2023-04-19,Так
1116,65,Ч,Україна,Standard,219,2022-03-25,Так
1117,36,Ж,Україна,Basic,149,2023-04-03,Так
1118,43,Ч,Україна,Family,449,2024-01-20,Так
1119,42,Ж,Іспанія,Basic,149,2023-03-15,Так
1120,63,Ч,Україна,Basic,149,2023-05-14,Так
1121,52,Ч,Україна,Basic,149,2024-11-26,Так
1122,59,Ж,Німеччина,Family,449,2022-03-17,Так
1123,63,Ж,Україна,Standard,219,2022-12-01,Так
1124,30,Ч,Німеччина,Premium,329,2024-07-23,Ні
1125,66,Ч,Україна,Standard,219,2023-04-05,Так
1126,16,Ч,Німеччина,Family,449,2023-09-10,Ні
1127,27,Ж,Польща,Standard,219,2023-09-10,Так
1128,56,Ж,Україна,Standard,219,2022-08-26,Так
1129,70,Ч,Україна,Premium,329,2023-06-12,Ні
1130,38,Ч,Іспанія,Premium,329,2023-10-17,Так
1131,57,Ч,Чехія,Standard,219,2023-08-13,Так
1132,27,Ч,Німеччина,Standard,219,2024-08-25,Так
1133,63,Ж,Литва,Standard,219,2022-05-19,Так
1134,50,Ч,Чехія,Premium,329,2022-12-08,Ні
1135,59,Ж,Німеччина,Basic,149,2024-06-15,Ні
1136,61,Ж,Україна,Standard,219,2023-11-02,Так
1137,24,Ч,Литва,Basic,149,2022-11-25,Так
1138,31,Ж,Польща,Basic,149,2023-07-18,Так
1139,52,Ч,Польща,Family,449,2024-11-11,Ні
1140,30,Ч,Чехія,Standard,219,2024-05-03,Ні
1141,42,Ч,Україна,Premium,329,2024-12-16,Так
1142,31,Ж,Україна,Premium,329,2022-02-17,Так
1143,70,Ж,Україна,Basic,149,2022-12-03,Так
1144,50,Ч,Німеччина,Standard,219,2022-06-26,Так
1145,49,Ч,Німеччина,Premium,329,2022-11-22,Так
1146,56,Ж,Литва,Standard,219,2023-05-05,Так
1147,36,Ч,Україна,Basic,149,2023-11-08,Ні
1148,55,Ч,Польща,Basic,149,2022-06-20,Так
1149,57,Ч,Німеччина,Family,449,2024-06-21,Так
1150,68,Ж,Чехія,Family,449,2023-11-14,Так
1151,28,Ж,Німеччина,Standard,219,2023-10-23,Так
1152,56,Ч,Польща,Standard,219,2023-03-15,Так
1153,57,Ж,Україна,Premium,329,2024-01-22,Так
1154,57,Ч,Україна,Standard,219,2022-11-08,Так
1155,32,Ч,Україна,Basic,149,2024-09-13,Так
1156,16,Ч,Україна,Family,449,2024-12-20,Ні
1157,31,Ч,Україна,Standard,219,2023-04-22,Так
1158,50,Ж,Іспанія,Premium,329,2023-12-06,Ні
1159,27,Ч,Україна,Standard,219,2024-10-19,Так
1160,64,Ч,Польща,Standard,219,2023-12-04,Так
1161,55,Ч,Іспанія,Basic,149,2022-03-23,Ні
1162,37,Ч,Німеччина,Family,449,2022-04-25,Так
1163,18,Ж,Україна,Basic,149,2023-09-05,Так
1164,63,Ж,Польща,Family,449,2024-04-04,Так
1165,20,Ч,Німеччина,Standard,219,2024-02-05,Ні
1166,68,Ж,Німеччина,Basic,149,2022-03-03,Ні
1167,65,Ж,Німеччина,Basic,149,2022-01-22,Так
1168,23,Ж,Україна,Family,449,2022-02-23,Так
1169,21,Ж,Чехія,Premium,329,2024-09-13,Так
1170,45,Ч,Литва,Basic,149,2023-08-02,Так
1171,69,Ч,Україна,Family,449,2023-04-17,Ні
1172,51,Ч,Чехія,Basic,149,2023-12-05,Так
1173,55,Ж,Литва,Premium,329,2023-05-03,Ні
1174,17,Ж,Литва,Standard,219,2024-02-09,Так
1175,37,Ж,Україна,Standard,219,2022-10-18,Ні
1176,50,Ж,Чехія,Family,449,2023-11-21,Ні
1177,26,Ж,Україна,Basic,149,2024-08-11,Так
1178,31,Ж,Польща,Basic,149,2023-05-11,Так
1179,58,Ж,Литва,Standard,219,2024-01-24,Так
1180,59,Ч,Україна,Standard,219,2023-03-22,Ні
1181,33,Ж,Україна,Basic,149,2022-10-27,Так
1182,37,Ч,Україна,Family,449,2023-05-03,Так
1183,49,Ч,Україна,Standard,219,2024-01-09,Ні
1184,34,Ч,Польща,Standard,219,2023-02-07,Так
1185,48,Ж,Литва,Standard,219,2023-03-10,Так
1186,68,Ч,Україна,Family,449,2023-03-01,Так
1187,70,Ч,Чехія,Standard,219,2022-05-10,Так
1188,62,Ж,Іспанія,Family,449,2023-04-01,Ні
1189,34,Ч,Литва,Basic,149,2023-12-22,Ні
1190,28,Ч,Чехія,Premium,329,2022-09-05,Так
1191,66,Ч,Німеччина,Standard,219,2024-09-01,Так
1192,31,Ж,Польща,Standard,219,2024-09-12,Так
1193,47,Ж,Україна,Premium,329,2024-05-07,Ні
1194,54,Ч,Німеччина,Premium,329,2024-01-18,Так
1195,34,Ж,Чехія,Standard,219,2023-03-11,Так
1196,62,Ж,Україна,Basic,149,2022-04-26,Так
1197,20,Ж,Іспанія,Standard,219,2024-01-07,Так
1198,18,Ж,Чехія,Premium,329,2024-08-15,Так
1199,23,Ч,Німеччина,Premium,329,2023-02-21,Так
1200,30,Ж,Польща,Premium,329,2024-12-07,Так
1201,34,Ж,Чехія,Premium,329,2022-10-04,Так
1202,43,Ж,Німеччина,Basic,149,2024-07-14,Ні
1203,52,Ч,Україна,Standard,219,2023-07-05,Ні
1204,21,Ч,Іспанія,Premium,329,2023-04-24,Так
1205,42,Ж,Іспанія,Premium,329,2022-04-10,Так
1206,52,Ж,Україна,Standard,219,2024-08-28,Так
1207,34,Ч,Україна,Basic,149,2022-09-02,Так
1208,32,Ж,Іспанія,Standard,219,2022-09-17,Так
1209,49,Ч,Україна,Standard,219,2023-09-14,Так
1210,51,Ч,Україна,Premium,329,2024-08-14,Так
1211,33,Ч,Польща,Standard,219,2023-05-17,Так
1212,46,Ж,Україна,Premium,329,2024-06-12,Так
1213,54,Ч,Іспанія,Basic,149,2024-11-21,Ні
1214,36,Ж,Україна,Standard,219,2023-11-24,Так
1215,34,Ж,Чехія,Premium,329,2024-10-08,Ні
1216,59,Ж,Польща,Premium,329,2024-07-23,Так
1217,47,Ж,Литва,Standard,219,2024-02-13,Так
1218,47,Ж,Україна,Standard,219,2022-03-16,Так
1219,61,Ж,Україна,Premium,329,2022-06-03,Так
1220,19,Ч,Чехія,Family,449,2022-09-08,Так
1221,49,Ч,Україна,Basic,149,2024-01-18,Ні
1222,31,Ч,Україна,Standard,219,2022-08-26,Так
1223,36,Ч,Україна,Standard,219,2022-09-04,Ні
1224,65,Ж,Німеччина,Standard,219,2022-09-24,Так
1225,25,Ч,Німеччина,Premium,329,2023-09-14,Так
1226,30,Ч,Україна,Basic,149,2023-04-07,Так
1227,34,Ч,Німеччина,Standard,219,2024-08-16,Так
1228,24,Ж,Польща,Premium,329,2022-02-20,Ні
1229,48,Ж,Україна,Standard,219,2022-06-04,Так
1230,63,Ч,Україна,Standard,219,2024-06-11,Так
1231,51,Ж,Україна,Basic,149,2023-07-24,Так
1232,49,Ж,Україна,Premium,329,2023-09-16,Ні
1233,37,Ч,Німеччина,Basic,149,2023-04-07,Так
1234,61,Ч,Німеччина,Standard,219,2024-07-24,Так
1235,44,Ч,Іспанія,Basic,149,2023-01-10,Так
1236,36,Ч,Україна,Standard,219,2022-11-28,Так
1237,52,Ж,Україна,Family,449,2023-09-07,Так
1238,70,Ж,Іспанія,Standard,219,2022-09-03,Так
1239,24,Ч,Чехія,Standard,219,2024-11-02,Так
1240,55,Ч,Польща,Premium,329,2022-03-13,Так
1241,67,Ч,Україна,Basic,149,2022-01-22,Так
1242,37,Ж,Німеччина,Standard,219,2024-06-12,Так
1243,55,Ж,Польща,Standard,219,2022-07-10,Так
1244,42,Ж,Україна,Standard,219,2022-03-06,Так
1245,28,Ж,Іспанія,Standard,219,2024-05-27,Ні
1246,32,Ж,Литва,Premium,329,2024-09-08,Так
1247,59,Ч,Україна,Premium,329,2023-01-05,Так
1248,68,Ч,Україна,Basic,149,2023-03-04,Ні
1249,50,Ч,Іспанія,Basic,149,2024-09-26,Так
1250,41,Ч,Німеччина,Basic,149,2022-08-06,Ні
1251,46,Ж,Німеччина,Premium,329,2022-12-23,Так
1252,69,Ж,Польща,Standard,219,2022-01-23,Так
1253,52,Ж,Польща,Premium,329,2023-01-16,Так
1254,59,Ж,Україна,Basic,149,2023-04-15,Так
1255,70,Ж,Україна,Standard,219,2022-03-28,Так
1256,63,Ж,Німеччина,Premium,329,2022-07-21,Так
1257,61,Ж,Німеччина,Family,449,2024-06-26,Так
1258,49,Ж,Іспанія,Standard,219,2024-05-28,Так
1259,64,Ч,Україна,Standard,219,2024-10-01,Так
1260,59,Ч,Литва,Premium,329,2024-08-23,Так
1261,35,Ж,Україна,Standard,219,2023-10-28,Так
1262,69,Ч,Україна,Standard,219,2022-09-25,Ні
1263,42,Ж,Чехія,Family,449,2024-10-14,Так
1264,26,Ч,Німеччина,Standard,219,2023-08-03,Так
1265,16,Ч,Польща,Standard,219,2024-02-19,Так
1266,57,Ж,Україна,Basic,149,2022-11-10,Так
1267,42,Ж,Іспанія,Basic,149,2024-03-04,Так
1268,33,Ж,Німеччина,Family,449,2023-04-11,Так
1269,60,Ч,Україна,Standard,219,2022-10-13,Так
1270,57,Ж,Чехія,Family,449,2023-07-03,Так
1271,38,Ж,Польща,Standard,219,2023-08-16,Ні
1272,30,Ж,Польща,Premium,329,2024-06-14,Так
1273,46,Ж,Україна,Basic,149,2023-11-17,Так
1274,35,Ч,Іспанія,Standard,219,2024-09-10,Так
1275,37,Ч,Україна,Family,449,2023-01-02,Так
1276,35,Ч,Україна,Standard,219,2022-03-20,Ні
1277,61,Ж,Чехія,Premium,329,2024-08-21,Так
1278,23,Ч,Литва,Family,449,2023-03-03,Так
1279,63,Ч,Україна,Basic,149,2022-05-28,Ні
1280,36,Ж,Україна,Standard,219,2022-02-07,Так
1281,64,Ч,Чехія,Standard,219,2023-04-26,Так
1282,69,Ж,Україна,Basic,149,2022-03-21,Ні
1283,40,Ж,Німеччина,Standard,219,2022-07-10,Так
1284,53,Ж,Україна,Standard,219,2023-05-13,Так
1285,19,Ч,Україна,Standard,219,2024-05-09,Так
1286,31,Ж,Україна,Standard,219,2022-03-18,Так
1287,37,Ж,Німеччина,Standard,219,2023-08-09,Так
1288,69,Ч,Україна,Premium,329,2024-02-09,Так
1289,58,Ч,Німеччина,Basic,149,2024-04-02,Так
1290,30,Ж,Україна,Standard,219,2024-12-16,Так
1291,62,Ч,Німеччина,Family,449,2024-12-09,Так
1292,61,Ж,Україна,Basic,149,2024-01-14,Так
1293,39,Ж,Україна,Basic,149,2023-10-23,Так
1294,23,Ч,Україна,Standard,219,2024-09-24,Ні
1295,57,Ч,Україна,Premium,329,2024-12-16,Так
1296,53,Ж,Німеччина,Family,449,2024-11-07,Ні
1297,45,Ж,Україна,Basic,149,2022-11-10,Так
1298,42,Ч,Чехія,Basic,149,2024-03-08,Так
